,id,label,max_val
254,8060e043-c622-48b8-a963-ba7fbd4b1e52,9.0,7749.60142279997
255,808ce138-f15d-4631-821d-8b61e52f56f7,16.0,5678.15189280009
256,81dc89ea-e932-4e5e-b232-f62f396042eb,2.0,6798.22253639577
257,82083982-3803-4732-b261-d7c9d5488ff0,0.0,14386.3280816004
258,82cec8ed-719f-4352-9b78-ba1ae69560ed,0.0,4895.45401759824
259,8300e048-0fce-4a39-8ac5-e990b22ad9f8,0.0,21675.2804991993
260,831d08f4-f1f0-45c1-98cd-a8d8f0cc7d9e,8.0,8653.5015155996
261,833309b2-bd3e-4559-b4c4-9d8dda901727,14.0,7075.44255678658
262,8434374e-d41f-4e4b-af0c-b6c637679282,14.0,6701.88520240004
263,84722250-7b20-4b27-b112-db08af7854f6,8.0,9962.88874399943
264,8504cd6e-4113-441a-81e7-14dbcf239a50,6.0,8538.86487640557
265,85f3e805-c4c5-4ea9-a4b5-a5437f49d2fc,16.0,7900.99238439871
266,866f1e8f-7320-4517-b47d-188c741702eb,0.0,15793.7852607974
267,86e1b6fb-80c5-470f-80f1-2d805ba78522,1.0,6948.66162519975
268,8718f335-b1e1-4e3e-9bd6-102cd2bfdf5a,0.0,10480.5940139995
269,8927b8ed-a2e9-47c1-87e6-d20e6d14e528,14.0,5653.10462439811
270,89cb00a4-c335-48e4-a977-9dda71c6db7f,16.0,10912.6769656013
271,8a579476-1069-4087-9ac2-12f728a6cc66,16.0,5606.52805760037
272,8aaaad56-171e-4b04-9c6f-5e243d6f3507,15.0,10302.0370464001
273,8b84ed20-57e3-4edc-9b33-85c7f7343c87,8.0,17912.8956856002
274,8bde7491-e6e0-4c4a-826a-31585424cdb5,1.0,4943.35734320009
275,8c82fff7-b1a1-4646-a4cb-7a6adb3a60c6,5.0,5713.70444920012
276,8cd8c86c-df1c-45b7-85b1-6337d7dcac89,15.0,4459.14798159993
277,8d2167f1-57c0-4f9c-9cc8-3f9d30b915cc,1.0,6860.69199439953
278,8e18ac25-4add-40ea-8c91-1b9a5c4c2299,6.0,5178.70530439905
279,8e329ca9-b091-4f31-a9b8-6da4ee3c2cc1,15.0,9322.89365079851
280,8f5c5a24-5cb0-481d-a5f2-38fd331eaa62,6.0,13937.3013635995
281,8fabd8cb-1261-464b-a0c7-84b948bba530,8.0,22628.608518
282,90063fab-7535-459a-b4da-789124247aaf,7.0,29042.4792295962
283,902a4da4-9ebf-418e-8139-00f80b31a640,6.0,14448.3706784085
284,904cdf3f-e79b-4b80-8531-79f6343eb70e,0.0,12717.7985000017
285,9081bf52-436e-4560-a8af-e0fab319dd06,7.0,5258.85385359993
286,912df36e-fd7c-49bf-a072-40b9b52294d2,16.0,17777.1532532061
287,91f019de-6907-4233-a677-245d8f61410a,2.0,6208.90719599993
288,9238afee-7e5f-4ae5-b27f-55aba70ffabc,14.0,4783.14068960026
289,92ff5ec2-665a-4242-81d0-4084b8d9f1eb,0.0,4419.057866
290,9414336d-f84f-4c48-b4d1-1ee31e236b8e,5.0,5583.54781480011
291,9415ae40-f716-4e78-88b9-51b17fe8acc9,2.0,6909.52440079127
292,94526bac-11c0-4854-8475-25afcc35dcbd,0.0,29741.458668781
293,9468ecb1-45d4-498d-bcca-e04f27b1dcea,8.0,13557.8730367997
294,94af212f-e931-48f3-9140-8b47c0954939,0.0,7531.04433040062
295,94f72fcf-b12b-4305-85d1-ed63736ee640,14.0,4399.86397399844
296,9503f42c-8975-45fc-8802-a6b930009c71,8.0,13305.2805175994
297,9510637f-edd1-4362-b77a-5e5af2afbd40,14.0,13038.7424056098
298,9514b930-b41a-4990-8b6d-c0ac4e0b0d67,15.0,10237.5868912059
299,962d78d2-519c-40ab-b16e-59aa2d172d53,17.0,8604.98405520048
300,96331270-24b9-4577-b509-86187aad3bee,5.0,6561.23776999993
301,96369f78-08f5-4300-836a-49f319b232e2,0.0,15823.7652300013
302,96593fda-33be-4d8f-88f7-9a5fc6b8b888,8.0,27796.1189596026
303,96f31d5d-e6d2-46ca-8d2b-cbffc6394fd4,6.0,12779.5460568013
304,9742cee9-4f6c-4f14-b9b5-7bdd3985f17c,16.0,6301.53409200284
305,97fb3f44-ce55-45bc-a6b2-84df0a85e878,15.0,7336.02914680523
306,987991cc-fa87-4ac7-9a2c-0337cec81b6c,15.0,15292.7054328029
307,98a9e93a-e70a-48a4-b8b6-885600b11643,8.0,4360.25362639975
308,999d7a6f-cec9-4d8b-8c74-ece09bb6d311,6.0,15658.7844879978
